                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    1563                                     1903                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.4444913042288706E+007                  5.7394647789484357E-007                  2.9282255082283941E+003                  1.6114001458958068E+005                  1.5597170553234405E+003                  5.4689019504813210E+000                  2.0269561270434693E-032                  3.0894886984099274E-030                  1.6501400352415466E-009                  2.2802890853924893E-011                  2.1836497655328222E-029                  1.3033111714560690E-007                  4.8446366222554930E-012                  1.1909413802417298E+001                  0.0000000000000000E+000                  3.6938779715024004E+000                  1.2888052316714914E-004                  3.4025531001345972E+000                  1.9934240755188021E-001                  2.3508203552763902E-002                  1.4218640359942036E+000                  1.2103104012212744E+000                  6.2917857301198756E+000                  4.5311433240938870E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7864077549283117E+008                  1.3289616827516035E+001                  7.3907240437766234E+005                  1.8119781928529086E+011                  7.8378541401195520E-004                  9.7809244521464090E+004                  2.0556943167425305E+011                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.5584678782333006E+014                               "r24.08.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20250605"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.1909413802417298E+001                  3.1930458211385333E+000                  3.4666045195227846E+000                 -8.9720449059540179E+000                  2.2822342979166437E+000                  6.7059455533873857E-001                  3.0937968389204090E-001                  2.0025760769220469E-002                  1.4352706020575796E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.1909413802407771E+001                  3.1930458211380519E+000                  3.4666045195341733E+000                 -8.9720449058746787E+000                  2.2822342980084489E+000                  6.7059455533873857E-001                  3.0937968389204090E-001                  2.0025760769220469E-002                  1.4352706023197886E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.1909413802372793E+001                  3.1930458211362902E+000                  3.4666045195719333E+000                 -8.9720449056064027E+000                  2.2822342983180075E+000                  6.7059455533873857E-001                  3.0937968389204090E-001                  2.0025760769220469E-002                  1.4352706032064237E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.1909413802260215E+001                  3.1930458211306121E+000                  3.4666045196882891E+000                 -8.9720449047833259E+000                  2.2822342992683331E+000                  6.7059455533873857E-001                  3.0937968389204090E-001                  2.0025760769220469E-002                  1.4352706059266413E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.1909413801918108E+001                  3.1930458211133561E+000                  3.4666045200712001E+000                 -8.9720449020216613E+000                  2.2822343024482263E+000                  6.7059455533873857E-001                  3.0937968389204090E-001                  2.0025760769220469E-002                  1.4352706150537653E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.1909413800763906E+001                  3.1930458210551445E+000                  3.4666045215211732E+000                 -8.9720448919944147E+000                  2.2822343140634773E+000                  6.7059455533873857E-001                  3.0937968389204090E-001                  2.0025760769220469E-002                  1.4352706481931758E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.1909413796252030E+001                  3.1930458208275940E+000                  3.4666045270202952E+000                 -8.9720448518200584E+000                  2.2822343602390522E+000                  6.7059455533873857E-001                  3.0937968389204090E-001                  2.0025760769220469E-002                  1.4352707809668662E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.1909413779274917E+001                  3.1930458199713763E+000                  3.4666045400506809E+000                 -8.9720447608522278E+000                  2.2822344654691591E+000                  6.7059455533873857E-001                  3.0937968389204090E-001                  2.0025760769220469E-002                  1.4352710816098044E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.1909413745333014E+001                  3.1930458182595576E+000                  3.4666045652957451E+000                 -8.9720445853336557E+000                  2.2822346686266664E+000                  6.7059455533873857E-001                  3.0937968389204090E-001                  2.0025760769220469E-002                  1.4352716616877854E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
